0.00	1.211961613800000
0.01	1.207127818379840
0.02	1.202348630105180
0.03	1.197623432081800
0.04	1.192951614384550
0.05	1.188332573978540
0.06	1.183765714641350
0.07	1.179250446886050
0.08	1.174786187885110
0.09	1.170372361395190
0.10	1.166008397682720
0.11	1.161693733450410
0.12	1.157427811764470
0.13	1.153210081982810
0.14	1.149039999683880
0.15	1.144917026596450
0.16	1.140840630530120
0.17	1.136810285306590
0.18	1.132825470691800
0.19	1.128885672328740
0.20	1.124990381671050
0.21	1.121139095917410
0.22	1.117331317946620
0.23	1.113566556253430
0.24	1.109844324885100
0.25	1.106164143378670
0.26	1.102525536698950
0.27	1.098928035177200
0.28	1.095371174450500
0.29	1.091854495401830
0.30	1.088377544100760
0.31	1.084939871744920
0.32	1.081541034602030
0.33	1.078180593952630
0.34	1.074858116033430
0.35	1.071573171981390
0.36	1.068325337778270
0.37	1.065114194195970
0.38	1.061939326742370
0.39	1.058800325607860
0.40	1.055696785612420
0.41	1.052628306153340
0.42	1.049594491153490
0.43	1.046594949010190
0.44	1.043629292544710
0.45	1.040697138952230
0.46	1.037798109752480
0.47	1.034931830740830
0.48	1.032097931940050
0.49	1.029296047552510
0.50	1.026525815912990
0.51	1.023786879441980
0.52	1.021078884599510
0.53	1.018401481839550
0.54	1.015754325564880
0.55	1.013137074082460
0.56	1.010549389559340
0.57	1.007990937979070
0.58	1.005461389098550
0.59	1.002960416405420
0.60	1.000487697075920
0.61	0.998042911933213
0.62	0.995625745406184
0.63	0.993235885488712
0.64	0.990873023699391
0.65	0.988536855041717
0.66	0.986227077964714
0.67	0.983943394324013
0.68	0.981685509343367
0.69	0.979453131576602
0.70	0.977245972869996
0.71	0.975063748325085
0.72	0.972906176261891
0.73	0.970772978182558
0.74	0.968663878735408
0.75	0.966578605679396
0.76	0.964516889848971
0.77	0.962478465119332
0.78	0.960463068372077
0.79	0.958470439461239
0.80	0.956500321179706
0.81	0.954552459226023
0.82	0.952626602171566
0.83	0.950722501428086
0.84	0.948839911215627
0.85	0.946978588530791
0.86	0.945138293115383
0.87	0.943318787425389
0.88	0.941519836600319
0.89	0.939741208432891
0.90	0.937982673339056
0.91	0.936244004328364
0.92	0.934524976974668
0.93	0.932825369387148
0.94	0.931144962181675
0.95	0.929483538452493
0.96	0.927840883744218
0.97	0.926216786024158
0.98	0.924611035654942
0.99	0.923023425367466
1.00	0.921453750234132
1.01	0.919901807642399
1.02	0.918367397268629
1.03	0.916850321052232
1.04	0.915350383170098
1.05	0.913867390011320
1.06	0.912401150152204
1.07	0.910951474331562
1.08	0.909518175426277
1.09	0.908101068427154
1.10	0.906699970415038
1.11	0.905314700537203
1.12	0.903945079984005
1.13	0.902590931965805
1.14	0.901252081690149
1.15	0.899928356339202
1.16	0.898619585047446
1.17	0.897325598879621
1.18	0.896046230808919
1.19	0.894781315695427
1.20	0.893530690264810
